"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","CutOff","Gender","Age","Degree","University","Subject","GenAIUse","TypesOfAI[SQ001]","TypesOfAI[SQ002]","TypesOfAI[SQ003]","TypesOfAI[SQ004]","TypesOfAI[SQ005]","TypesOfAI[other]","AmoutUniAI","AIUniApplications[SQ001]","AIUniApplications[SQ002]","AIUniApplications[SQ003]","AIUniApplications[SQ004]","AIUniApplications[SQ005]","AIUniApplications[SQ006]","AIUniApplications[SQ007]","AIUniApplications[other]","AIFreq","AIOutcomes[SQ001]","AIOutcomes[SQ002]","AIOutcomes[SQ003]","AIOutcomes[SQ004]","AIOutcomes[SQ005]","AIOutcomes[SQ008]","AIOutcomes[SQ006]","AIOutcomes[SQ007]","RestrictionPolicy","RestrictionPolicy[other]","AIforStudAssess","EducatorsAIExp","EducatorsAIExp[other]","AIforMaterials","FearOfAI[SQ001]","FearOfAI[SQ002]","FearOfAI[SQ003]","FurtherAI[SQ001]","FurtherAI[SQ002]","FurtherAI[SQ003]","FurtherAI[SQ004]","ReaonsAgainstAI","Feedback"
"208","2024-01-20 19:37:28","6","de","1101322307","2024-01-20 19:34:03","2024-01-20 19:37:28","Ja (Yes)","Männlich (Male)","23","Master (Masters Degree)","Eberhard Karls Universität Tübingen","Medical Informatics","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","90","Ja","Ja","Nein","Nein","Nein","Nein","Nein","","An den meisten Wochentagen (On most days of the week)","teils teils (Neutral)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu","teils teils","teils teils","trifft gar nicht zu.","",""
"209","2024-01-20 20:39:37","6","de","1295705834","2024-01-20 20:29:01","2024-01-20 20:39:37","Ja (Yes)","Weiblich (Female)","21","Bachelor (Bachelors Degree)","Universität Tübingen","English and American Studies; Internationale Literaturen","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","80%","Nein","Nein","Ja","Nein","Nein","Nein","Nein","","Einmal im Monat (Once a month)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Dozenten in meinem Studiengang benötigen keine KI-Kenntnisse (Lecturers in my degree program do not need any AI knowledge)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher zu","trifft eher nicht zu","trifft eher zu","teils teils","",""
"210","2024-01-20 21:34:42","6","de","1800510884","2024-01-20 21:28:54","2024-01-20 21:34:42","Ja (Yes)","Männlich (Male)","24","Master (Masters Degree)","Tübingen","Informatik","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","60","Ja","Nein","Nein","Nein","Ja","Nein","Nein","","An einigen wenigen Wochentagen (On just a few days of the week)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","teils teils (Neutral)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher zu","teils teils","trifft voll zu","trifft eher zu","",""
"211","2024-01-20 22:13:21","6","de","810128514","2024-01-20 22:06:54","2024-01-20 22:13:21","Ja (Yes)","Männlich (Male)","21","Master (Masters Degree)","Tübingen ","Computer Science","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","Phind, GitHub Co-pilot","80","Ja","Nein","Nein","Nein","Nein","Ja","Ja","","Täglich (Daily)","teils teils (Neutral)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu","trifft eher zu","trifft eher nicht zu","trifft voll zu","",""
"212","2024-01-21 01:25:26","6","de","2008098403","2024-01-21 01:21:29","2024-01-21 01:25:26","Ja (Yes)","Männlich (Male)","23","Master (Masters Degree)","University of Tuebingen","Data literacy, Mathematics for machine learning, Medical data science, Machine learning for single cell biology, Foundations of robotics","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","85","Ja","Nein","Ja","Nein","Ja","Ja","Ja","Making new questions to practice","Täglich (Daily)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher zu","teils teils","teils teils","trifft voll zu","",""
"213","2024-01-21 10:20:25","6","de","1158299703","2024-01-21 10:17:10","2024-01-21 10:20:25","Ja (Yes)","Weiblich (Female)","23","Bachelor (Bachelors Degree)","Tübingen","Mathematik und Biologie","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Restriktiver Umgang (KI zur Bearbeitung studentischer Aufgaben generell verbieten) / Restrictive handling (generally prohibit AI for processing student tasks)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft gar nicht zu.","trifft eher nicht zu","trifft eher zu","trifft voll zu","KI ist noch nicht gut in Mathematik, i.e. Beweisführung. 

Würde sich zudem anfühlen wie betrügen. ",""
"214","2024-01-21 10:45:12","6","de","1769419659","2024-01-21 10:42:54","2024-01-21 10:45:12","Ja (Yes)","Weiblich (Female)","22","Master (Masters Degree)","Philosophische Fakultät Tübingen","Kulturwissenschaft","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Restriktiver Umgang (KI zur Bearbeitung studentischer Aufgaben generell verbieten) / Restrictive handling (generally prohibit AI for processing student tasks)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft gar nicht zu (Strongly Disagree)","trifft eher nicht zu","trifft gar nicht zu.","trifft gar nicht zu.","teils teils","",""
"215","2024-01-21 11:38:22","6","de","1369834681","2024-01-21 11:31:45","2024-01-21 11:38:22","Ja (Yes)","Divers (Diverse)","19","Bachelor (Bachelors Degree)","Universität Tübingen","Pflege","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","10","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Um weitere Ideen zu Themen zu sammeln","An einigen wenigen Wochentagen (On just a few days of the week)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Dozenten in meinem Studiengang benötigen keine KI-Kenntnisse (Lecturers in my degree program do not need any AI knowledge)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher zu","teils teils","teils teils","trifft eher zu","","KI birgt zwar viele Gefahren, aber auch viele Chancen. Dozent*innen in meinem Bereich sollten zwar grundlegend verstehen, was KI macht und wie sie funktioniert, sie müssen sich aber nicht super gut damit auskennen."
"216","2024-01-21 17:34:34","6","de","2099934173","2024-01-21 17:31:17","2024-01-21 17:34:34","Ja (Yes)","Weiblich (Female)","25","Master (Masters Degree)","Eberhard-Karls-Universität Tübingen","Master of Peace Research and International Relations","Ja (Yes)","Ja","Ja","Nein","Nein","Nein","Pi","20%","Nein","Nein","Nein","Nein","Ja","Ja","Ja","","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils","trifft eher nicht zu","trifft eher zu","trifft eher zu","",""
"217","2024-01-21 17:50:09","6","de","556953571","2024-01-21 17:44:56","2024-01-21 17:50:09","Ja (Yes)","Weiblich (Female)","21","Bachelor (Bachelors Degree)","Eberhard Karl Universität Tübingen","BSc. Biochemie","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Restriktiver Umgang (KI zur Bearbeitung studentischer Aufgaben generell verbieten) / Restrictive handling (generally prohibit AI for processing student tasks)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu","teils teils","trifft eher zu","trifft eher nicht zu","Weil die Informationen nicht zuverlässig sind.
Beim Abschreiben/Umformulieren lerne ich viel weniger.
Es ist teilweise ausdrücklich verboten.",""
"218","","3","de","1170318516","2024-01-22 13:08:40","2024-01-22 13:10:52","Ja (Yes)","Männlich (Male)","23","Master (Masters Degree)","University of Tübingen","Cognitive Science","Ja (Yes)","Ja","Ja","Nein","Ja","Nein","","80","Ja","Nein","Ja","Nein","Ja","Ja","Nein","","Täglich (Daily)","","","","","","","","","","","","","","","","","","","","","","",""
"219","2024-01-22 13:15:30","6","de","1412456391","2024-01-22 13:12:33","2024-01-22 13:15:30","Ja (Yes)","Keine Angabe (Prefer not to answer)","19","Bachelor (Bachelors Degree)","Tübingen ","Kunstgeschichte und Philosophie ","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","90","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","An einigen wenigen Wochentagen (On just a few days of the week)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","teils teils (Neutral)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu","teils teils","teils teils","trifft eher zu","",""
"220","2024-01-22 13:18:53","6","de","1473026730","2024-01-22 13:14:45","2024-01-22 13:18:53","Ja (Yes)","Weiblich (Female)","27","Master (Masters Degree)","Universität Tübingen","M.Sc. Kognitionswissenschaft","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","70","Ja","Nein","Nein","Nein","Ja","Ja","Nein","","Einige Male pro Monat (a couple times a month)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft eher zu (Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","teils teils","trifft eher zu","trifft eher nicht zu","trifft voll zu","",""
"221","2024-01-22 18:26:38","6","de","530139946","2024-01-22 18:20:03","2024-01-22 18:26:38","Ja (Yes)","Weiblich (Female)","20","Bachelor (Bachelors Degree)","Hochschule Hamm-Lippstadt","Interkulturelle Wirtschaftspsychologie  ","Nein (No)","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Unentschlossen (Undecided)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","teils teils (Neutral)","trifft eher zu (Agree)","trifft eher nicht zu (Disagree)","trifft gar nicht zu.","trifft eher nicht zu","trifft eher nicht zu","trifft eher zu","ich verstehe die Funktionsweise nicht, für mein Lernverhalten würde sie mir zudem nicht helfen (auswendiglernen muss man immer noch alleine machen) 
zudem formuliere ich Sätze gerne selber","sehr gemischte Gedühle, neue Technologien sind wichtig, aber auch die Frage wo es hinführt"
"222","2024-01-22 18:58:13","6","de","1996193563","2024-01-22 18:29:17","2024-01-22 18:58:13","Ja (Yes)","Männlich (Male)","31","Master (Masters Degree)","Universität Tübingen","Kognitionswissenschaft","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","60","Ja","Nein","Nein","Nein","Ja","Ja","Ja","","Einmal im Monat (Once a month)","teils teils (Neutral)","trifft eher nicht zu (Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher nicht zu (Disagree)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils (Neutral)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Einige Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (Some lecturers in my degree program should have knowledge of AI)","","Ja (Yes)","trifft eher zu (Agree)","trifft eher zu (Agree)","teils teils (Neutral)","trifft eher nicht zu","teils teils","trifft eher nicht zu","trifft voll zu","",""
"223","2024-01-22 21:53:14","6","de","517969711","2024-01-22 21:47:15","2024-01-22 21:53:14","Ja (Yes)","Männlich (Male)","44","Bachelor (Bachelors Degree)","Tübıngen","Politikwissenschaft, Englisch","Ja (Yes)","Ja","Nein","Nein","Nein","Nein","","10","Nein","Nein","Nein","Nein","Ja","Ja","Nein","Übersetzungen","Einige Male pro Monat (a couple times a month)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft eher zu (Agree)","trifft gar nicht zu (Strongly Disagree)","trifft gar nicht zu (Strongly Disagree)","trifft eher zu (Agree)","trifft eher zu (Agree)","trifft voll zu (Strongly Agree)","Moderater Umgang (KI in abgesprochenen Ausnahmefällen zulassen) / Moderate handling (allow AI in agreed exceptional cases)","","Nein (No)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Unentschlossen (Undecided)","teils teils (Neutral)","trifft eher zu (Agree)","teils teils (Neutral)","teils teils","teils teils","teils teils","trifft eher zu","",""
"224","2024-01-22 23:59:48","6","de","773945340","2024-01-22 23:40:43","2024-01-22 23:59:48","Ja (Yes)","Männlich (Male)","26","Master (Masters Degree)","Universität Tübingen","Kognitionswissenschaften","Ja (Yes)","Ja","Ja","Nein","Nein","Nein","","90","Ja","Ja","Ja","Nein","Ja","Ja","Nein","","Einige Male pro Monat (a couple times a month)","teils teils (Neutral)","teils teils (Neutral)","trifft voll zu (Strongly Agree)","trifft eher nicht zu (Disagree)","trifft eher nicht zu (Disagree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","Offener Umgang (KI generell überall zulassen) / Open approach (generally allow AI everywhere)","","Ja (Yes)","Alle Dozenten in meinem Studiengang sollten KI-Kenntnisse haben (All lecturers in my degree program should have knowledge of AI)","","Nein (No)","trifft voll zu (Strongly Agree)","trifft voll zu (Strongly Agree)","teils teils (Neutral)","trifft voll zu","trifft eher zu","trifft eher nicht zu","trifft eher zu","","Die Hauptbaustelle unseres Bildungssystems sehe ich an einer anderen Stelle. Es braucht Begeisterung für den Lernstoff und den Rahmen diese ausleben zu können. Sollte das gegeben sein, wird auch das Nutzen von gllm's keine negativen bzw nur positive Auswirkungen auf den Lernerfolg haben. Dieses Problem galt es auch ohne ai zu lösen und auch ohne ai wurden & werden Wege gefunden um Tests zu ""overfitten"" ohne zu trainieren."
